date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:02:50	12439/12439	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Oct%202023%2008:05:47%20GMT	https://www.zettafarms.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.9.0	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/themes/hello-elementor/theme.min5b0a.css	(from https://www.zettafarms.com/)
03:02:50	1579/1579	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:42:50%20GMT	https://www.zettafarms.com/wp-content/uploads/elementor/css/post-5.css?ver=1754372570	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/elementor/css/post-57c68.css	(from https://www.zettafarms.com/)
03:02:51	159518/159518	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20Aug%202025%2007:06:35%20GMT	https://www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/vendors/bootstrap/css/bootstrap.min.css?ver=4.6.0	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/vendors/bootstrap/css/bootstrap.min89df.css	(from https://www.zettafarms.com/)
03:02:52	49783/49783	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2021:32:51%20GMT	https://www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/vendors/font-awesome/css/all.min.css?ver=6.6.0	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/vendors/font-awesome/css/all.min31dc.html	(from https://www.zettafarms.com/)
03:02:52	208629/208629	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20Aug%202025%2007:06:34%20GMT	https://www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/css/frontend.min.css?ver=1.5.0	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/css/frontend.min91ce.css	(from https://www.zettafarms.com/)
03:02:53	7418/7418	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:42:51%20GMT	https://www.zettafarms.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.1.20	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.minbb5b.css	(from https://www.zettafarms.com/)
03:02:53	7418/7418	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Apr%202025%2013:50:57%20GMT	https://www.zettafarms.com/wp-content/uploads/essential-addons-elementor/eael-2.css?ver=1779569799	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/essential-addons-elementor/eael-2b643.css	(from https://www.zettafarms.com/)
03:02:54	11622/11622	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Aug%202025%2007:06:34%20GMT	https://www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/css/responsive-frontend.min.css?ver=1.5.0	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/ultimate-bootstrap-elements-for-elementor/assets/css/responsive-frontend.min91ce.css	(from https://www.zettafarms.com/)
03:02:54	600/600	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:34:22%20GMT	https://www.zettafarms.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.29.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementor/assets/css/widget-heading.mine4fa.css	(from https://www.zettafarms.com/)
03:02:55	77/77	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:34:22%20GMT	https://www.zettafarms.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.29.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.mine4fa.css	(from https://www.zettafarms.com/)
03:02:55	16471/16471	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:34:22%20GMT	https://www.zettafarms.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.zettafarms.com/)
03:02:56	254/254	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:34:22%20GMT	https://www.zettafarms.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.29.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementor/assets/css/widget-image.mine4fa.css	(from https://www.zettafarms.com/)
03:02:56	139/139	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:34:22%20GMT	https://www.zettafarms.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.29.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.mine4fa.css	(from https://www.zettafarms.com/)
03:02:57	1833/1833	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:34:22%20GMT	https://www.zettafarms.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.29.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementor/assets/css/widget-spacer.mine4fa.css	(from https://www.zettafarms.com/)
03:02:57	137/137	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:34:22%20GMT	https://www.zettafarms.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.29.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.mine4fa.css	(from https://www.zettafarms.com/)
03:02:57	21831/21831	---M-Z	200	added ('OK')	text/css	date:Fri,%2031%20Oct%202025%2006:10:53%20GMT	https://www.zettafarms.com/wp-content/plugins/testimonials-carousel-elementor/assets/css/testimonials-carousel.min.css?ver=11.7.0	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/testimonials-carousel-elementor/assets/css/testimonials-carousel.min0dc0.css	(from https://www.zettafarms.com/)
03:02:58	91944/91944	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2005:45:37%20GMT	https://www.zettafarms.com/wp-content/uploads/elementor/css/post-2.css?ver=1754372737	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/elementor/css/post-2a397.css	(from https://www.zettafarms.com/)
03:02:59	461827/461827	---MCZ	200	added ('OK')	text/css	date:Wed,%2017%20Sep%202025%2005:58:40%20GMT	https://www.zettafarms.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.5.3	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles1aae.css	(from https://www.zettafarms.com/)
03:02:59	30347/30347	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Sep%202025%2005:58:40%20GMT	https://www.zettafarms.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.5.3	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive1aae.css	(from https://www.zettafarms.com/)
03:03:00	97169/97169	---MCZ	200	added ('OK')	text/css	date:Sun,%2011%20Jan%202026%2014:00:01%20GMT	https://www.zettafarms.com/wp-content/plugins/bdthemes-prime-slider-lite/assets/css/bdt-uikit.css?ver=3.21.7	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/bdthemes-prime-slider-lite/assets/css/bdt-uikit4ecf.css	(from https://www.zettafarms.com/)
03:03:00	22098/22098	---M-Z	200	added ('OK')	text/css	date:Sun,%2011%20Jan%202026%2014:00:01%20GMT	https://www.zettafarms.com/wp-content/plugins/bdthemes-prime-slider-lite/assets/css/prime-slider-site.css?ver=4.0.10	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/bdthemes-prime-slider-lite/assets/css/prime-slider-site5bf3.css	(from https://www.zettafarms.com/)
03:03:00	16800/16800	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Apr%202025%2013:51:01%20GMT	https://www.zettafarms.com/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1743515461	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/elementor/google-fonts/css/poppinseb1e.css	(from https://www.zettafarms.com/)
03:03:01	124992/124992	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Sep%202025%2005:58:40%20GMT	https://www.zettafarms.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.5.3	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons1aae.css	(from https://www.zettafarms.com/)
03:03:02	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2011:44:24%20GMT	https://www.zettafarms.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.zettafarms.com/)
03:03:02	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2000:19:24%20GMT	https://www.zettafarms.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.zettafarms.com/)
03:03:03	146200/146200	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2011%20Jan%202026%2014:00:01%20GMT	https://www.zettafarms.com/wp-content/plugins/bdthemes-prime-slider-lite/assets/js/bdt-uikit.min.js?ver=3.21.7	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/plugins/bdthemes-prime-slider-lite/assets/js/bdt-uikit.min4ecf.js	(from https://www.zettafarms.com/)
03:03:04	122991/122991	---MCZ	200	added ('OK')	application/json	date:Wed,%2009%20Sep%202026%2021:33:03%20GMT	https://www.zettafarms.com/wp-json/wp/v2/pages/2	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-json/wp/v2/pages/2.json	(from https://www.zettafarms.com/)
03:03:04	307155/307155	---MCZ	200	added ('OK')	application/json	date:Wed,%2009%20Sep%202026%2021:33:03%20GMT	https://www.zettafarms.com/wp-json/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-json/index.html	(from https://www.zettafarms.com/)
03:03:06	823/823	---M-Z	200	added ('OK')	text/xml	date:Wed,%2009%20Sep%202026%2021:33:05%20GMT	https://www.zettafarms.com/xmlrpc.php?rsd	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/xmlrpc0db0.php	(from https://www.zettafarms.com/)
03:03:06	1045/1045	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2012:02:35%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Zetta-Farms-favicon3.png	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Zetta-Farms-favicon3.png	(from https://www.zettafarms.com/)
03:03:07	14701/14701	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Oct%202023%2007:51:08%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5866.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5866.svg	(from https://www.zettafarms.com/)
03:03:08	17513/17513	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Oct%202023%2005:16:17%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Mask-Group-53-216x300.jpg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Mask-Group-53-216x300.jpg	(from https://www.zettafarms.com/)
03:03:08	95555/95555	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:08%20GMT	https://www.zettafarms.com/about/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/about/index.html	(from https://www.zettafarms.com/)
03:03:09	63514/63514	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:08%20GMT	https://www.zettafarms.com/gallery/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/gallery/index.html	(from https://www.zettafarms.com/)
03:03:09	165313/165313	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Oct%202023%2005:16:17%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Mask-Group-53-736x1024.jpg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Mask-Group-53-736x1024.jpg	(from https://www.zettafarms.com/)
03:03:09	73867/73867	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:09%20GMT	https://www.zettafarms.com/resources/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/resources/index.html	(from https://www.zettafarms.com/)
03:03:10	177757/177757	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Oct%202023%2005:16:17%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Mask-Group-53-768x1068.jpg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Mask-Group-53-768x1068.jpg	(from https://www.zettafarms.com/)
03:03:10	96191/96191	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:10%20GMT	https://www.zettafarms.com/land-deals/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/land-deals/index.html	(from https://www.zettafarms.com/)
03:03:10	85528/85528	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:10%20GMT	https://www.zettafarms.com/fpo/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/fpo/index.html	(from https://www.zettafarms.com/)
03:03:10	5434/5434	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202023%2005:33:05%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5666.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5666.svg	(from https://www.zettafarms.com/)
03:03:11	67764/67764	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:11%20GMT	https://www.zettafarms.com/extension-enablers/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/extension-enablers/index.html	(from https://www.zettafarms.com/)
03:03:11	5569/5569	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202023%2006:55:36%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5669-1.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5669-1.svg	(from https://www.zettafarms.com/)
03:03:12	54400/54400	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:11%20GMT	https://www.zettafarms.com/contact-us/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/contact-us/index.html	(from https://www.zettafarms.com/)
03:03:12	58109/58109	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:11%20GMT	https://www.zettafarms.com/nagaland-farms/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/nagaland-farms/index.html	(from https://www.zettafarms.com/)
03:03:12	5960/5960	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202023%2005:50:07%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5671.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5671.svg	(from https://www.zettafarms.com/)
03:03:12	74629/74629	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:12%20GMT	https://www.zettafarms.com/gurgaon-farms/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/gurgaon-farms/index.html	(from https://www.zettafarms.com/)
03:03:12	3872/3872	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202023%2005:50:17%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5673.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5673.svg	(from https://www.zettafarms.com/)
03:03:13	65202/65202	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:13%20GMT	https://www.zettafarms.com/coffee-estate-robusta-jayapura/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/coffee-estate-robusta-jayapura/index.html	(from https://www.zettafarms.com/)
03:03:13	74519/74519	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:13%20GMT	https://www.zettafarms.com/tea-estate/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/tea-estate/index.html	(from https://www.zettafarms.com/)
03:03:13	4615/4615	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202023%2006:51:36%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5675.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5675.svg	(from https://www.zettafarms.com/)
03:03:14	75871/75871	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:14%20GMT	https://www.zettafarms.com/baag-bundi-farms/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/baag-bundi-farms/index.html	(from https://www.zettafarms.com/)
03:03:14	4066/4066	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202023%2006:51:37%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5684.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5684.svg	(from https://www.zettafarms.com/)
03:03:15	69194/69194	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:14%20GMT	https://www.zettafarms.com/barmer-farms/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/barmer-farms/index.html	(from https://www.zettafarms.com/)
03:03:15	78994/78994	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2021:33:14%20GMT	https://www.zettafarms.com/itava-kota-guava-orchard/	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/itava-kota-guava-orchard/index.html	(from https://www.zettafarms.com/)
03:03:15	3826/3826	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202023%2006:51:38%20GMT	https://www.zettafarms.com/wp-content/uploads/2023/10/Group-5689.svg	/Users/riturajsharma/websites/Zetta%20Farms/Zettafarms.com%20Website/www.zettafarms.com/wp-content/uploads/2023/10/Group-5689.svg	(from https://www.zettafarms.com/)
